Ensembl	logFC	FDR	SYMBOL	Significance
ENSG00000181027	0.233281102	0.533611405	FKRP	Non
ENSG00000104517	-0.1218424	0.533748406	UBR5	Non
ENSG00000121749	-0.144186336	0.533782354	TBC1D15	Non
ENSG00000145494	-0.147954469	0.534454015	NDUFS6	Non
ENSG00000188315	0.203125139	0.534474649	C3orf62	Non
ENSG00000184378	-0.286513741	0.535026425	ACTRT3	Non
ENSG00000129355	0.282274032	0.535130604	CDKN2D	Non
ENSG00000137504	-0.127760159	0.535263384	CREBZF	Non
ENSG00000196873	-0.1904566	0.535657084	CBWD3	Non
ENSG00000204120	-0.111591391	0.535693116	GIGYF2	Non
ENSG00000168734	0.169301837	0.536258337	PKIG	Non
ENSG00000234444	-0.11730229	0.536328642	ZNF736	Non
ENSG00000198929	0.169905516	0.536788127	NOS1AP	Non
ENSG00000168916	-0.118281472	0.536838495	ZNF608	Non
ENSG00000117419	0.24180534	0.537106429	ERI3	Non
ENSG00000182973	-0.137408866	0.537154081	CNOT10	Non
ENSG00000167637	-0.142114922	0.537154781	ZNF283	Non
ENSG00000072849	-0.150343486	0.537271491	DERL2	Non
ENSG00000008128	0.268083716	0.53728217	CDK11A	Non
ENSG00000087494	-0.238671566	0.537386583	PTHLH	Non
ENSG00000125817	0.165691883	0.537386583	CENPB	Non
ENSG00000163520	0.248895526	0.537803773	FBLN2	Non
ENSG00000084754	0.110057632	0.537857182	HADHA	Non
ENSG00000186132	-0.198991368	0.538194761	C2orf76	Non
ENSG00000118620	-0.163587149	0.538405252	ZNF430	Non
ENSG00000203791	-0.15640109	0.538495378	EEF1AKMT2	Non
ENSG00000126756	-0.16769607	0.53893924	UXT	Non
ENSG00000185825	0.191944339	0.539201396	BCAP31	Non
ENSG00000164002	-0.210596544	0.539250528	EXO5	Non
ENSG00000151090	-0.13490877	0.539311032	THRB	Non
ENSG00000013441	-0.181631985	0.539619818	CLK1	Non
ENSG00000166407	0.359056608	0.539619818	LMO1	Non
ENSG00000150455	0.210785999	0.539619818	TIRAP	Non
ENSG00000103707	-0.169740768	0.539619818	MTFMT	Non
ENSG00000101161	-0.123997737	0.539619818	PRPF6	Non
ENSG00000126432	0.223479938	0.53977896	PRDX5	Non
ENSG00000117697	-0.124819391	0.53981758	NSL1	Non
ENSG00000164088	0.214841746	0.53981758	PPM1M	Non
ENSG00000171509	-0.275152833	0.53981758	RXFP1	Non
ENSG00000099795	0.169708116	0.53981758	NDUFB7	Non
ENSG00000196683	-0.161616997	0.540030973	TOMM7	Non
ENSG00000197608	-0.165332781	0.540170254	ZNF841	Non
ENSG00000162408	-0.129250965	0.540373828	NOL9	Non
ENSG00000144395	0.27976407	0.540373828	CCDC150	Non
ENSG00000106617	-0.131519241	0.540373828	PRKAG2	Non
ENSG00000132768	0.259998904	0.540618608	DPH2	Non
ENSG00000184384	0.127241351	0.540618608	MAML2	Non
ENSG00000181192	0.122372596	0.540836267	DHTKD1	Non
ENSG00000162998	0.238562448	0.54086732	FRZB	Non
ENSG00000116198	0.138415681	0.540905753	CEP104	Non
ENSG00000127083	-0.291030395	0.540905753	OMD	Non
ENSG00000186638	0.229360355	0.541212926	KIF24	Non
ENSG00000152433	-0.189337176	0.541267923	ZNF547	Non
ENSG00000203666	-0.160847187	0.541419383	EFCAB2	Non
ENSG00000011426	-0.191804763	0.541630225	ANLN	Non
ENSG00000196074	-0.19742442	0.541644811	SYCP2	Non
ENSG00000003400	0.225535514	0.541724824	CASP10	Non
ENSG00000108187	-0.184166508	0.541724824	PBLD	Non
ENSG00000178104	-0.106544243	0.54173239	PDE4DIP	Non
ENSG00000065600	0.142288496	0.541768606	PACC1	Non
ENSG00000162817	-0.165818814	0.541965965	C1orf115	Non
ENSG00000124733	-0.170683582	0.541965965	MEA1	Non
ENSG00000132623	-0.226801307	0.541965965	ANKEF1	Non
ENSG00000165246	-1.064037601	0.541965965	NLGN4Y	Non
ENSG00000140538	-0.114326639	0.542256295	NTRK3	Non
ENSG00000178127	0.198501469	0.54238371	NDUFV2	Non
ENSG00000135775	-0.124334323	0.542730218	COG2	Non
ENSG00000152689	-0.167081199	0.542730218	RASGRP3	Non
ENSG00000122642	-0.138847205	0.543586504	FKBP9	Non
ENSG00000082512	-0.137092682	0.543649853	TRAF5	Non
ENSG00000070018	-0.154115595	0.543990625	LRP6	Non
ENSG00000205208	0.208902936	0.544209874	C4orf46	Non
ENSG00000058600	0.133273453	0.544226754	POLR3E	Non
ENSG00000213626	-0.197824463	0.544248426	LBH	Non
ENSG00000256053	0.233161185	0.544605859	COA8	Non
ENSG00000137573	0.276632877	0.544757352	SULF1	Non
ENSG00000167535	0.207567998	0.544757352	CACNB3	Non
ENSG00000196981	-0.221900301	0.544795486	WDR5B	Non
ENSG00000173581	0.263286106	0.544960281	CCDC106	Non
ENSG00000134061	0.309863662	0.544986251	CD180	Non
ENSG00000140563	-0.233869022	0.54522012	MCTP2	Non
ENSG00000101574	-0.161226129	0.54525252	METTL4	Non
ENSG00000186642	0.192428985	0.545418145	PDE2A	Non
ENSG00000196639	-0.19801663	0.545473818	HRH1	Non
ENSG00000163960	-0.119897801	0.545473818	UBXN7	Non
ENSG00000128578	-0.236360261	0.545473818	STRIP2	Non
ENSG00000135363	-0.158567301	0.545473818	LMO2	Non
ENSG00000188766	0.22197322	0.545473818	SPRED3	Non
ENSG00000143603	0.125427433	0.545477959	KCNN3	Non
ENSG00000196189	0.29461324	0.545477959	SEMA4A	Non
ENSG00000106355	-0.159638463	0.545477959	LSM5	Non
ENSG00000155876	0.154956493	0.545488568	RRAGA	Non
ENSG00000119397	-0.159751016	0.545514955	CNTRL	Non
ENSG00000164494	-0.174010185	0.545855973	PDSS2	Non
ENSG00000163359	0.203664585	0.545898547	COL6A3	Non
ENSG00000283563	0.260591158	0.545917013	ZCWPW2	Non
ENSG00000040199	-0.113734514	0.545938982	PHLPP2	Non
ENSG00000196378	0.160093025	0.546023522	ZNF34	Non
ENSG00000175029	0.117254093	0.546034039	CTBP2	Non
ENSG00000257704	0.577247045	0.546140325	INAFM1	Non
ENSG00000113248	0.175715208	0.546180185	PCDHB15	Non
ENSG00000213185	-0.265879447	0.546187482	FAM24B	Non
ENSG00000180777	0.251540695	0.546187482	ANKRD30B	Non
ENSG00000117448	0.18089354	0.546511738	AKR1A1	Non
ENSG00000120656	-0.166461953	0.54656841	TAF12	Non
ENSG00000176928	-0.25092926	0.546643626	GCNT4	Non
ENSG00000136450	-0.135671348	0.546919064	SRSF1	Non
ENSG00000186364	0.233462223	0.547032427	NUDT17	Non
ENSG00000102910	-0.098592316	0.547065094	LONP2	Non
ENSG00000186710	0.408362948	0.547414618	CFAP73	Non
ENSG00000136868	0.135552832	0.547434778	SLC31A1	Non
ENSG00000185760	-0.166915941	0.54746308	KCNQ5	Non
ENSG00000118508	0.290559348	0.547509369	RAB32	Non
ENSG00000119946	0.161273227	0.547524482	CNNM1	Non
ENSG00000198873	0.163586007	0.547524482	GRK5	Non
ENSG00000177119	0.15036793	0.547524482	ANO6	Non
ENSG00000241399	-0.175434767	0.547552918	CD302	Non
ENSG00000113360	-0.124636609	0.547552918	DROSHA	Non
ENSG00000149548	-0.264572085	0.547734649	CCDC15	Non
ENSG00000092841	0.138470767	0.547734649	MYL6	Non
ENSG00000174109	-0.211713345	0.547825708	C16orf91	Non
ENSG00000110063	0.198930561	0.547875995	DCPS	Non
ENSG00000139160	-0.201495751	0.547900695	ETFBKMT	Non
ENSG00000155621	0.160533643	0.548933727	C9orf85	Non
ENSG00000221882	-0.271369269	0.548976125	OR3A2	Non
ENSG00000146909	0.13931478	0.549044159	NOM1	Non
ENSG00000128524	0.252310128	0.549087402	ATP6V1F	Non
ENSG00000041880	0.178750711	0.549124712	PARP3	Non
ENSG00000153266	-0.176949872	0.549124712	FEZF2	Non
ENSG00000119650	0.167397205	0.549124712	IFT43	Non
ENSG00000126953	-0.180879575	0.549608723	TIMM8A	Non
ENSG00000129028	-0.208279451	0.549636524	THAP10	Non
ENSG00000154102	0.325313417	0.549857142	C16orf74	Non
ENSG00000134779	-0.129385751	0.549857142	TPGS2	Non
ENSG00000141552	0.284150141	0.54986186	ANAPC11	Non
ENSG00000155657	-0.230916955	0.550341161	TTN	Non
ENSG00000170677	-0.170587232	0.550447805	SOCS6	Non
ENSG00000114698	0.12797414	0.550638766	PLSCR4	Non
ENSG00000125046	0.262108452	0.55079421	SSUH2	Non
ENSG00000178882	0.277167671	0.55079421	RFLNA	Non
ENSG00000120658	-0.128859802	0.55079421	ENOX1	Non
ENSG00000182810	-0.243679123	0.55079421	DDX28	Non
ENSG00000257057	-0.264086924	0.551031421	C11orf97	Non
ENSG00000048162	-0.181572776	0.551409209	NOP16	Non
ENSG00000276600	0.32343502	0.551513258	RAB7B	Non
ENSG00000132854	0.277473222	0.551525163	KANK4	Non
ENSG00000163071	-0.254804084	0.551531975	SPATA18	Non
ENSG00000253846	0.147513897	0.551531975	PCDHGA10	Non
ENSG00000135414	0.127558921	0.551531975	GDF11	Non
ENSG00000267680	-0.136054767	0.551961276	ZNF224	Non
ENSG00000197497	0.177030752	0.551961276	ZNF665	Non
ENSG00000255408	-0.229740181	0.551970604	PCDHA3	Non
ENSG00000214114	-0.274925325	0.552023781	MYCBP	Non
ENSG00000277531	-0.148870504	0.552238508	NA	Non
ENSG00000142871	0.222598101	0.552317209	CCN1	Non
ENSG00000235109	-0.17043762	0.552364162	ZSCAN31	Non
ENSG00000177076	0.203345409	0.55241119	ACER2	Non
ENSG00000111652	0.155106994	0.552587061	COPS7A	Non
ENSG00000267909	0.181175309	0.552587061	CCDC177	Non
ENSG00000196967	-0.121168469	0.552640288	ZNF585A	Non
ENSG00000177058	-0.1391666	0.552741437	SLC38A9	Non
ENSG00000170144	-0.106403697	0.553091375	HNRNPA3	Non
ENSG00000134287	0.174722006	0.553166822	ARF3	Non
ENSG00000269699	-0.300679236	0.553166822	ZIM2	Non
ENSG00000173193	0.147660074	0.553488524	PARP14	Non
ENSG00000174238	-0.109884231	0.553488524	PITPNA	Non
ENSG00000083844	0.108961398	0.553545679	ZNF264	Non
ENSG00000168938	0.245135376	0.553684454	PPIC	Non
ENSG00000154096	-0.216207586	0.553684454	THY1	Non
ENSG00000186205	-0.151984019	0.554087949	Mar-01	Non
ENSG00000132429	-0.209606527	0.554087949	POPDC3	Non
ENSG00000128951	-0.130834287	0.554468665	DUT	Non
ENSG00000118322	0.158092619	0.554565732	ATP10B	Non
ENSG00000135625	0.361104953	0.554597757	EGR4	Non
ENSG00000162598	-0.424685403	0.554817316	C1orf87	Non
ENSG00000188234	0.210657452	0.554895916	AGAP4	Non
ENSG00000273749	0.148612451	0.555113656	CYFIP1	Non
ENSG00000171385	-0.11315301	0.555116683	KCND3	Non
ENSG00000116260	0.236533126	0.555116683	QSOX1	Non
ENSG00000172748	-0.172187396	0.555116683	ZNF596	Non
ENSG00000137075	-0.118014988	0.555116683	RNF38	Non
ENSG00000163145	-0.277445386	0.555218321	C1QTNF7	Non
ENSG00000242259	-0.124754972	0.555218321	C22orf39	Non
ENSG00000088451	-0.20110181	0.555463091	TGDS	Non
ENSG00000154447	-0.151015718	0.555783152	SH3RF1	Non
ENSG00000072571	-0.332953504	0.556935039	HMMR	Non
ENSG00000173705	-0.150444203	0.557116884	SUSD5	Non
ENSG00000162517	0.218019476	0.55714936	PEF1	Non
ENSG00000182010	-0.253161006	0.557727671	RTKN2	Non
ENSG00000125877	0.234484985	0.557727671	ITPA	Non
ENSG00000172939	-0.121908744	0.557934019	OXSR1	Non
ENSG00000010165	0.153873611	0.558006629	EEF1AKNMT	Non
ENSG00000198855	-0.141631154	0.558006629	FICD	Non
ENSG00000197594	-0.227372999	0.558171666	ENPP1	Non
ENSG00000223547	0.17262751	0.558171666	ZNF844	Non
ENSG00000163684	-0.123201402	0.558509107	RPP14	Non
ENSG00000161328	0.34645813	0.558509107	LRRC56	Non
ENSG00000182117	-0.184997329	0.559063116	NOP10	Non
ENSG00000146707	-0.192945735	0.559511837	POMZP3	Non
ENSG00000110713	0.105353483	0.559511837	NUP98	Non
ENSG00000113194	-0.109372183	0.559929078	FAF2	Non
ENSG00000204619	-0.126869217	0.559929078	PPP1R11	Non
ENSG00000168778	0.18216847	0.56001609	TCTN2	Non
ENSG00000151322	0.112578567	0.560029047	NPAS3	Non
ENSG00000163565	0.157876436	0.560183384	IFI16	Non
ENSG00000114670	-0.15137442	0.560183384	NEK11	Non
ENSG00000103811	0.163966875	0.560183384	CTSH	Non
ENSG00000104888	0.213632262	0.560183384	SLC17A7	Non
ENSG00000198937	0.267648886	0.560255073	CCDC167	Non
ENSG00000179889	0.11721151	0.560255073	PDXDC1	Non
ENSG00000165509	0.330941796	0.560452693	MAGEC3	Non
ENSG00000146221	0.259756089	0.56062914	TCTE1	Non
ENSG00000145592	-0.096235818	0.560822487	RPL37	Non
ENSG00000114439	-0.124051563	0.560872072	BBX	Non
ENSG00000180917	-0.154851657	0.56092509	CMTR2	Non
ENSG00000163930	0.207125592	0.56116706	BAP1	Non
ENSG00000185129	-0.106696951	0.56116706	PURA	Non
ENSG00000119392	-0.122345958	0.56116706	GLE1	Non
ENSG00000166704	-0.137751733	0.56116706	ZNF606	Non
ENSG00000164292	0.106376183	0.561191312	RHOBTB3	Non
ENSG00000126759	0.328261894	0.561218433	CFP	Non
ENSG00000074621	0.170369216	0.561576582	SLC24A1	Non
ENSG00000176714	-0.182894543	0.561615813	CCDC121	Non
ENSG00000142937	-0.13669601	0.561644262	RPS8	Non
ENSG00000162975	0.28294023	0.561644262	KCNF1	Non
ENSG00000112624	0.11599473	0.561644262	BICRAL	Non
ENSG00000178460	-0.255388418	0.561644262	MCMDC2	Non
ENSG00000149150	0.277803735	0.561644262	SLC43A1	Non
ENSG00000273559	0.132675972	0.561644262	CWC25	Non
ENSG00000148719	0.130244411	0.561933798	DNAJB12	Non
ENSG00000110975	-0.284731731	0.561951848	SYT10	Non
ENSG00000170222	-0.19834557	0.561951848	ADPRM	Non
ENSG00000141580	0.121108179	0.562056238	WDR45B	Non
ENSG00000144231	0.134617976	0.56236803	POLR2D	Non
ENSG00000158113	0.244117364	0.562468167	LRRC43	Non
ENSG00000113231	-0.133272064	0.562539666	PDE8B	Non
ENSG00000151778	0.172167345	0.562565798	SERP2	Non
ENSG00000169972	0.456974033	0.562670087	PUSL1	Non
ENSG00000073464	-0.10141554	0.562670087	CLCN4	Non
ENSG00000178966	0.194057366	0.562670087	RMI1	Non
ENSG00000155850	0.174840135	0.562951158	SLC26A2	Non
ENSG00000196227	-0.115666501	0.562976363	FAM217B	Non
ENSG00000134627	0.177829513	0.562983356	PIWIL4	Non
ENSG00000120306	0.166670861	0.563018082	CYSTM1	Non
ENSG00000121940	-0.125292846	0.563224022	CLCC1	Non
ENSG00000133983	-0.209294371	0.563224022	COX16	Non
ENSG00000117859	-0.157197574	0.563231	OSBPL9	Non
ENSG00000174032	-0.146461632	0.564045911	SLC25A30	Non
ENSG00000173452	-0.284941081	0.564311846	TMEM196	Non
ENSG00000172361	0.22450831	0.564311846	CFAP53	Non
ENSG00000188050	0.271586044	0.564389294	RNF133	Non
ENSG00000006611	0.171237634	0.564389294	USH1C	Non
ENSG00000179299	0.31096162	0.564494797	NSUN7	Non
ENSG00000165591	0.217196793	0.565004487	FAAH2	Non
ENSG00000196214	-0.138990258	0.56517362	ZNF766	Non
ENSG00000138641	0.19452105	0.565200613	HERC3	Non
ENSG00000183723	0.112748125	0.565200613	CMTM4	Non
ENSG00000106034	-0.256152673	0.565207913	CPED1	Non
ENSG00000147050	0.133648938	0.565443051	KDM6A	Non
ENSG00000164885	-0.174561073	0.565556401	CDK5	Non
ENSG00000111481	-0.132524332	0.566001794	COPZ1	Non
ENSG00000082068	-0.137897137	0.56613491	WDR70	Non
ENSG00000101421	-0.115683347	0.56613491	CHMP4B	Non
ENSG00000086102	-0.116070514	0.566266568	NFX1	Non
ENSG00000164023	0.263090938	0.566476907	SGMS2	Non
ENSG00000125995	0.285886796	0.566476907	ROMO1	Non
ENSG00000165671	-0.109516339	0.566665599	NSD1	Non
ENSG00000182700	-0.109115812	0.566810823	IGIP	Non
ENSG00000157703	0.269808033	0.566810823	SVOPL	Non
ENSG00000105568	0.240731261	0.566927907	PPP2R1A	Non
ENSG00000101019	-0.111489554	0.567330285	UQCC1	Non
ENSG00000122733	0.153228035	0.56736799	PHF24	Non
ENSG00000186212	0.312941132	0.567768291	SOWAHB	Non
ENSG00000138411	-0.114937266	0.56784628	HECW2	Non
ENSG00000198797	-0.137817648	0.567861612	BRINP2	Non
ENSG00000152056	-0.246535039	0.568261521	AP1S3	Non
ENSG00000180611	0.199129505	0.568410052	MB21D2	Non
ENSG00000163806	0.253101059	0.568533775	SPDYA	Non
ENSG00000125246	-0.17220434	0.56855633	CLYBL	Non
ENSG00000159674	0.367594153	0.568728089	SPON2	Non
ENSG00000183833	-0.190998447	0.56882379	MAATS1	Non
ENSG00000157796	-0.125497108	0.568964923	WDR19	Non
ENSG00000163046	0.286384935	0.569182401	ANKRD30BL	Non
ENSG00000152784	0.129857115	0.569264195	PRDM8	Non
ENSG00000065457	0.131195654	0.569264195	ADAT1	Non
ENSG00000150712	-0.118936514	0.569294351	MTMR12	Non
ENSG00000196470	-0.140514616	0.569612668	SIAH1	Non
ENSG00000196353	-0.210963093	0.569806323	CPNE4	Non
ENSG00000116273	0.178246765	0.570142089	PHF13	Non
ENSG00000205832	0.289513931	0.570352713	C16orf96	Non
ENSG00000145476	0.156606811	0.570365434	CYP4V2	Non
ENSG00000198841	-0.248209038	0.570417421	KTI12	Non
ENSG00000157890	-0.153549612	0.570417421	MEGF11	Non
ENSG00000170323	0.534383124	0.570443185	FABP4	Non
ENSG00000158292	0.318213355	0.570460221	GPR153	Non
ENSG00000144034	-0.171532994	0.570843092	TPRKB	Non
ENSG00000111653	-0.140619311	0.571063087	ING4	Non
ENSG00000184056	0.263831026	0.571063087	VPS33B	Non
ENSG00000107929	0.109835758	0.571462349	LARP4B	Non
ENSG00000115268	0.186687788	0.571462349	RPS15	Non
ENSG00000163626	-0.143713312	0.572390702	COX18	Non
ENSG00000177556	0.185379842	0.572390702	ATOX1	Non
ENSG00000167977	0.160792991	0.572390702	KCTD5	Non
ENSG00000118939	-0.231822676	0.572635196	UCHL3	Non
ENSG00000278195	0.24903368	0.572944268	SSTR3	Non
ENSG00000232593	0.114022563	0.573299193	NA	Non
ENSG00000100462	-0.121503338	0.573299193	PRMT5	Non
ENSG00000145247	-0.182850231	0.573475838	OCIAD2	Non
ENSG00000175183	0.190799572	0.573899534	CSRP2	Non
ENSG00000168658	0.334910815	0.574053586	VWA3B	Non
ENSG00000174740	-0.173060987	0.57424965	PABPC5	Non
ENSG00000132507	0.168093776	0.57424965	EIF5A	Non
ENSG00000130255	0.17026595	0.57424965	RPL36	Non
ENSG00000184979	-0.255079464	0.574304017	USP18	Non
ENSG00000162191	0.137822705	0.574380286	UBXN1	Non
ENSG00000100650	-0.134409261	0.574380286	SRSF5	Non
ENSG00000198075	-0.162410831	0.574756603	SULT1C4	Non
ENSG00000163661	-0.254331752	0.575042973	PTX3	Non
ENSG00000106153	-0.146698624	0.575042973	CHCHD2	Non
ENSG00000102178	0.217929347	0.575042973	UBL4A	Non
ENSG00000187105	0.213637975	0.575042973	HEATR4	Non
ENSG00000189144	-0.134759891	0.575694937	ZNF573	Non
ENSG00000197580	0.151742422	0.575812168	BCO2	Non
ENSG00000153250	0.153512505	0.575825888	RBMS1	Non
ENSG00000143256	-0.157249098	0.576082242	PFDN2	Non
ENSG00000124831	-0.13359109	0.576082242	LRRFIP1	Non
ENSG00000179071	-0.244930574	0.576936577	CCDC89	Non
ENSG00000205464	-0.17014	0.576937775	ATP6AP1L	Non
ENSG00000128272	-0.111318564	0.576937775	ATF4	Non
ENSG00000175899	0.154117476	0.576975022	A2M	Non
ENSG00000125648	0.159744807	0.576975022	SLC25A23	Non
ENSG00000119737	0.13285459	0.577127637	GPR75	Non
ENSG00000186280	-0.227878769	0.577173663	KDM4D	Non
ENSG00000162065	0.12762854	0.577346262	TBC1D24	Non
ENSG00000164694	0.263542218	0.577775659	FNDC1	Non
ENSG00000196091	-0.167143765	0.577775659	MYBPC1	Non
ENSG00000206557	-0.197388593	0.578003251	TRIM71	Non
ENSG00000163833	0.329341816	0.578327401	FBXO40	Non
ENSG00000135446	0.220851882	0.578327401	CDK4	Non
ENSG00000013375	-0.133956086	0.578444	PGM3	Non
ENSG00000198453	-0.128343854	0.578654461	ZNF568	Non
ENSG00000170579	-0.113324007	0.578812173	DLGAP1	Non
ENSG00000105792	-0.144037173	0.578817433	CFAP69	Non
ENSG00000134453	-0.122767506	0.578901221	RBM17	Non
ENSG00000197385	-0.250240357	0.578985122	ZNF860	Non
ENSG00000166510	-0.279291419	0.578985122	CCDC68	Non
ENSG00000170315	-0.144124177	0.579354125	UBB	Non
ENSG00000214654	0.21318821	0.579399676	NA	Non
ENSG00000136518	0.186632419	0.579607825	ACTL6A	Non
ENSG00000183644	-0.417793858	0.579607825	C11orf88	Non
ENSG00000187098	0.162982237	0.579696458	MITF	Non
ENSG00000099783	0.10913877	0.579700307	HNRNPM	Non
ENSG00000145736	-0.261905136	0.579916167	GTF2H2	Non
ENSG00000152359	-0.169260652	0.580341561	POC5	Non
ENSG00000186288	0.241081576	0.580341561	PABPC1L2A	Non
ENSG00000141232	0.13115033	0.580341561	TOB1	Non
ENSG00000166292	-0.227426686	0.580341561	TMEM100	Non
ENSG00000150594	0.237634799	0.580746557	ADRA2A	Non
ENSG00000131849	0.156876231	0.580807647	ZNF132	Non
ENSG00000105928	-0.14972106	0.581051328	GSDME	Non
ENSG00000259330	0.209863129	0.581194295	INAFM2	Non
ENSG00000118418	-0.149665103	0.581622658	HMGN3	Non
ENSG00000198915	-0.145228981	0.581622658	RASGEF1A	Non
ENSG00000185432	0.110134911	0.581863663	METTL7A	Non
ENSG00000136235	0.261509967	0.581968376	GPNMB	Non
ENSG00000136925	0.117408831	0.582315355	TSTD2	Non
ENSG00000136098	0.146866518	0.582319448	NEK3	Non
ENSG00000145375	-0.142915516	0.582447227	SPATA5	Non
ENSG00000157107	-0.133260975	0.582447227	FCHO2	Non
ENSG00000170448	-0.138372613	0.582488256	NFXL1	Non
ENSG00000136485	-0.098472097	0.582488256	DCAF7	Non
ENSG00000172878	0.149411202	0.582536387	METAP1D	Non
ENSG00000128482	0.15785911	0.58257521	RNF112	Non
ENSG00000145358	-0.232181025	0.582634303	DDIT4L	Non
ENSG00000178585	0.223189483	0.582667813	CTNNBIP1	Non
ENSG00000170381	-0.19444481	0.582675682	SEMA3E	Non
ENSG00000183287	-0.198134548	0.582918103	CCBE1	Non
ENSG00000165752	0.146892637	0.583030786	STK32C	Non
ENSG00000135441	0.430595104	0.583141444	BLOC1S1	Non
ENSG00000138035	-0.156149461	0.583371859	PNPT1	Non
ENSG00000143067	0.152637985	0.583461783	ZNF697	Non
ENSG00000135931	0.115906727	0.583919736	ARMC9	Non
ENSG00000121417	-0.123600012	0.583919736	ZNF211	Non
ENSG00000204923	-0.191658026	0.583924885	FBXO48	Non
ENSG00000113552	-0.126601584	0.584063361	GNPDA1	Non
ENSG00000178860	0.301553766	0.584191205	MSC	Non
ENSG00000149292	-0.174798158	0.584191205	TTC12	Non
ENSG00000170439	0.267007071	0.584191205	METTL7B	Non
ENSG00000198542	0.24928891	0.584191205	ITGBL1	Non
ENSG00000115350	-0.166839323	0.584305433	POLE4	Non
ENSG00000081760	0.123845105	0.584305433	AACS	Non
ENSG00000082196	-0.165381265	0.584359109	C1QTNF3	Non
ENSG00000198826	-0.219516783	0.584440597	ARHGAP11A	Non
ENSG00000117360	0.114757832	0.584515497	PRPF3	Non
ENSG00000120685	0.122617834	0.584515497	PROSER1	Non
ENSG00000205155	-0.245380089	0.584515497	PSENEN	Non
ENSG00000227051	0.143038134	0.584903349	C14orf132	Non
ENSG00000157778	-0.197950239	0.585155029	PSMG3	Non
ENSG00000169129	0.13393881	0.58532223	AFAP1L2	Non
ENSG00000204209	0.121949144	0.585400967	DAXX	Non
ENSG00000156076	-0.243250719	0.585400967	WIF1	Non
ENSG00000057593	-0.281444521	0.585400967	F7	Non
ENSG00000018699	-0.149018756	0.585537305	TTC27	Non
ENSG00000185737	-0.106771649	0.585746505	NRG3	Non
ENSG00000165609	0.12200819	0.586008263	NUDT5	Non
ENSG00000090372	0.141043577	0.586145639	STRN4	Non
ENSG00000153187	-0.106421349	0.58624821	HNRNPU	Non
ENSG00000149488	0.245263131	0.586874812	TMC2	Non
ENSG00000147576	0.180375872	0.587400916	ADHFE1	Non
ENSG00000047849	0.100158098	0.587528246	MAP4	Non
ENSG00000164190	-0.130925845	0.587563208	NIPBL	Non
ENSG00000181788	-0.139052965	0.587582204	SIAH2	Non
ENSG00000198795	-0.130686298	0.587652497	ZNF521	Non
ENSG00000176225	-0.124264835	0.588231867	RTTN	Non
ENSG00000143674	0.14379837	0.588403526	MAP3K21	Non
ENSG00000219545	-0.148422958	0.588407816	UMAD1	Non
ENSG00000058404	0.179419179	0.588407816	CAMK2B	Non
ENSG00000139537	-0.214077264	0.588502693	CCDC65	Non
ENSG00000158445	0.110367439	0.588502693	KCNB1	Non
ENSG00000171115	-0.197131875	0.588776065	GIMAP8	Non
ENSG00000174791	0.335782256	0.588795327	RIN1	Non
ENSG00000136541	-0.14653423	0.588839076	ERMN	Non
ENSG00000005189	-0.207617817	0.588951965	REXO5	Non
ENSG00000109787	-0.122683275	0.589101685	KLF3	Non
ENSG00000124214	-0.096954674	0.589161608	STAU1	Non
ENSG00000158019	-0.111339673	0.589218088	BABAM2	Non
ENSG00000166801	0.170860389	0.589218088	FAM111A	Non
ENSG00000187608	0.339285489	0.589624513	ISG15	Non
ENSG00000113211	-0.203449692	0.590040851	PCDHB6	Non
ENSG00000104722	-0.164324792	0.590158169	NEFM	Non
ENSG00000094963	0.251401295	0.590450651	FMO2	Non
ENSG00000260916	-0.119405733	0.590450651	CCPG1	Non
ENSG00000070770	-0.107761881	0.590450651	CSNK2A2	Non
ENSG00000119711	0.099456458	0.590486622	ALDH6A1	Non
ENSG00000167740	0.1450033	0.590693848	CYB5D2	Non
ENSG00000152217	0.109649245	0.590693848	SETBP1	Non
ENSG00000205683	0.148324508	0.59090158	DPF3	Non
ENSG00000139436	0.105795383	0.591248829	GIT2	Non
ENSG00000165819	-0.116258269	0.591332824	METTL3	Non
ENSG00000196705	-0.132276291	0.591332824	ZNF431	Non
ENSG00000150630	-0.258201624	0.59138069	VEGFC	Non
ENSG00000138823	-0.209085854	0.59153264	MTTP	Non
ENSG00000158467	0.160465034	0.5916564	AHCYL2	Non
ENSG00000135372	0.108495239	0.5916564	NAT10	Non
ENSG00000138629	0.170495048	0.5916564	UBL7	Non
ENSG00000158201	0.178218873	0.5916564	ABHD3	Non
ENSG00000104522	0.199322154	0.591729957	TSTA3	Non
ENSG00000214756	0.250837027	0.591765933	CSKMT	Non
ENSG00000177425	-0.158754929	0.591765933	PAWR	Non
ENSG00000172379	0.14782896	0.591765933	ARNT2	Non
ENSG00000129824	-1.026600114	0.591835297	RPS4Y1	Non
ENSG00000007923	-0.108123601	0.591930161	DNAJC11	Non
ENSG00000144847	0.109949019	0.591930161	IGSF11	Non
ENSG00000248333	0.155939321	0.592126738	CDK11B	Non
ENSG00000068308	0.114156358	0.592126738	OTUD5	Non
ENSG00000106344	0.108806853	0.592217558	RBM28	Non
ENSG00000188542	-0.18637094	0.592467482	DUSP28	Non
ENSG00000214046	0.131137665	0.592467482	SMIM7	Non
ENSG00000100897	0.115674922	0.593041543	DCAF11	Non
ENSG00000180720	-0.225724761	0.593536638	CHRM4	Non
